distance_km,hour_of_day,day_of_week,is_raining,travel_time_minutes,road_qualities,congestion_levels,type_of_road,checkpoints
1.34,20,5,0,4.01,1,2,0,1
3.1,16,4,0,2.58,2,1,1,0
12.38,6,0,0,28.18,1,3,0,4
14.92,17,5,0,27.68,1,1,0,1
18.4,17,5,0,45.01,0,2,0,1
9.46,16,4,0,19.15,1,1,0,2
21.15,13,3,0,40.5,1,3,0,1
25.94,12,2,1,81.52,1,5,0,4
23.62,7,2,0,40.72,2,4,1,3
2.15,16,6,0,6.33,1,4,0,1
14.93,15,1,0,18.26,2,3,1,0
4.04,8,3,0,20.84,1,3,0,4
8.02,15,4,0,18.8,1,2,0,3
29.61,19,3,0,92.49,0,1,1,3
5.13,13,3,0,16.92,1,2,0,4
15.47,15,2,0,38.65,1,4,0,3
18.93,18,4,0,57.82,0,1,0,0
21.37,13,0,0,32.97,2,2,0,1
17.23,9,5,1,53.53,1,4,0,4
1.28,9,2,0,4.7,1,1,1,1
10.47,10,4,0,34.54,1,5,0,1
16.01,6,1,1,40.29,2,5,1,3
3.55,22,5,0,13.06,0,2,1,4
11.17,7,5,0,21.25,1,3,0,1
1.96,13,2,0,6.0,1,1,1,2
3.28,12,6,0,5.95,0,2,0,0
12.51,20,1,0,28.22,1,3,0,3
4.85,10,2,0,20.59,1,3,0,4
17.46,7,3,0,33.35,1,1,0,4
20.99,12,6,0,36.47,1,1,0,3
24.22,13,4,0,43.24,2,3,0,1
6.8,12,1,0,19.98,1,4,0,3
5.86,12,5,0,17.39,1,2,0,4
4.03,19,2,0,12.36,1,1,1,2
19.46,11,5,0,39.04,1,3,0,1
21.49,9,1,0,71.86,1,4,0,3
1.92,15,5,0,12.01,1,5,0,4
28.15,17,2,1,124.81,1,3,0,4
2.51,21,6,0,13.4,0,4,0,4
16.7,12,2,0,36.55,2,5,0,2
21.56,11,0,1,43.4,1,4,1,1
26.26,10,5,0,51.39,1,1,0,3
21.71,8,0,1,92.58,1,3,0,1
24.25,17,6,0,71.9,0,5,0,4
10.84,20,0,0,21.58,1,4,1,2
24.63,15,5,0,51.26,1,5,0,2
3.32,21,1,0,13.87,1,2,0,4
26.95,16,3,0,51.07,1,3,0,1
16.88,13,6,1,36.6,1,1,0,1
24.7,8,2,0,84.01,2,5,0,2
14.12,12,4,0,30.09,1,4,0,0
19.66,12,6,0,47.77,1,5,0,2
16.27,19,0,0,60.77,1,4,0,2
22.22,7,1,0,49.57,1,5,0,3
3.37,15,5,0,10.66,0,1,0,2
2.75,14,1,0,4.3,1,1,0,0
8.17,21,1,0,17.52,1,3,0,2
5.63,14,5,0,7.95,1,1,1,1
26.28,21,4,1,71.04,1,5,1,3
7.36,18,5,0,21.56,0,5,1,3
29.3,15,4,0,45.65,1,1,0,2
10.77,19,5,0,25.66,2,2,0,3
6.28,17,0,0,26.18,1,5,1,3
23.9,12,4,0,46.03,1,3,0,2
20.1,20,0,1,45.74,1,2,0,0
15.45,21,6,0,25.34,1,1,0,2
17.11,13,4,0,31.91,2,4,0,1
21.86,15,4,0,57.04,1,5,0,4
7.63,9,5,0,19.04,1,4,0,0
29.89,20,4,0,62.27,1,3,0,2
29.27,19,0,1,123.57,1,2,0,0
19.86,6,6,0,47.2,1,4,0,4
6.79,21,5,0,18.86,0,3,0,3
20.73,15,2,0,38.47,1,4,1,3
3.09,8,6,0,13.66,1,4,1,4
1.89,10,6,0,10.39,1,3,0,3
8.47,14,0,0,11.97,2,5,1,0
14.42,16,6,0,35.37,1,4,0,3
26.18,21,2,1,79.0,1,3,0,4
22.09,7,1,0,45.9,2,4,0,4
22.54,17,5,0,45.92,2,5,1,4
13.34,11,1,0,26.11,1,3,0,1
11.03,16,5,0,20.7,1,4,0,0
11.76,13,6,1,33.73,1,1,0,4
29.64,17,5,0,68.32,1,5,0,0
2.16,7,0,0,5.51,2,4,0,1
26.14,14,2,0,43.04,2,2,0,0
17.78,20,5,0,35.89,1,3,0,2
13.72,7,2,0,28.46,2,4,0,1
22.03,6,5,0,51.42,1,5,0,1
15.11,15,2,0,37.31,2,5,0,3
26.33,7,1,1,69.28,2,2,0,4
27.12,17,0,0,84.15,0,2,0,1
13.23,13,5,1,27.04,1,4,1,0
9.03,10,3,0,29.98,1,1,1,2
18.18,6,2,0,37.79,2,5,0,0
27.46,20,2,0,35.31,2,1,0,0
7.11,11,3,0,15.64,1,1,0,2
19.07,17,0,1,79.74,1,4,0,3
19.32,13,2,0,31.82,1,3,1,4
22.26,18,0,0,73.42,2,3,0,1
4.82,6,2,0,16.5,1,3,0,4
21.76,16,6,0,38.97,1,2,0,3
27.36,6,4,1,83.45,1,5,0,2
6.21,13,6,0,16.88,2,2,0,4
7.89,10,2,0,18.85,2,5,1,0
29.17,22,4,0,57.65,1,5,0,1
6.25,13,5,0,15.89,1,5,0,1
25.78,15,0,0,58.99,1,4,0,3
15.28,7,2,0,30.31,2,3,0,3
8.17,14,1,0,17.41,1,2,0,2
26.25,8,1,0,94.93,1,2,0,3
13.91,12,3,0,35.24,1,4,0,4
15.93,20,1,0,38.78,1,5,0,1
11.42,8,4,0,37.19,1,3,0,2
18.2,19,1,0,49.64,1,1,0,3
5.74,7,1,1,13.46,1,1,0,0
12.34,19,1,0,52.73,1,4,0,1
29.11,16,2,1,78.84,0,3,0,2
8.49,21,3,0,14.16,1,1,0,1
20.05,13,0,0,36.26,1,1,0,4
10.43,12,3,0,22.01,1,2,0,3
23.43,16,4,0,37.71,1,3,1,3
4.8,8,2,0,18.53,2,1,1,3
29.12,22,5,1,79.27,1,2,0,0
14.16,19,2,0,52.61,1,3,0,4
7.85,11,6,0,15.0,1,5,0,0
3.13,13,1,0,13.15,2,3,0,4
5.92,10,1,0,25.2,1,4,0,4
16.07,13,4,0,34.19,1,2,0,4
10.77,7,5,1,37.45,1,5,0,3
25.04,20,6,0,50.36,1,2,0,3
13.5,17,2,0,46.73,2,2,0,3
8.21,22,5,0,11.36,1,1,0,0
18.9,6,0,1,46.57,2,3,0,2
21.5,20,3,1,43.21,1,2,1,4
5.84,19,2,0,17.34,2,2,0,0
5.86,21,5,1,19.95,1,4,0,3
2.06,14,0,0,9.92,2,4,0,3
22.36,6,0,1,65.55,1,4,0,2
20.25,22,6,0,28.59,1,2,1,3
14.76,18,6,0,39.94,1,5,0,4
25.48,10,3,0,72.65,2,3,1,1
24.36,15,0,0,47.95,1,2,0,3
17.98,11,4,0,30.81,1,1,0,2
26.18,18,0,0,96.99,1,5,0,1
6.97,6,5,0,20.46,2,5,0,4
4.25,20,6,1,18.35,1,3,0,4
8.82,19,4,0,37.61,1,5,0,4
2.66,13,6,0,8.61,2,3,0,2
16.4,15,6,0,31.66,2,5,0,1
28.16,14,6,1,72.63,1,3,1,4
2.14,22,0,1,10.61,2,4,0,3
4.54,14,1,0,10.8,1,4,0,1
14.11,8,0,0,51.12,0,5,1,4
28.08,16,6,0,56.76,2,5,0,1
10.17,17,4,0,29.98,2,3,0,3
15.71,15,0,0,22.11,1,3,1,0
2.21,22,6,1,13.27,0,2,1,4
5.3,22,6,0,15.44,1,4,0,3
29.61,16,0,0,50.97,2,2,0,2
28.99,9,0,0,85.99,2,2,0,4
1.14,12,4,0,1.69,1,1,0,0
28.6,19,0,0,103.78,2,3,0,3
19.53,12,3,0,35.3,1,1,0,3
26.17,13,5,0,43.88,1,1,0,1
14.19,6,3,0,37.36,0,2,0,4
15.95,9,4,0,35.83,1,1,0,0
15.18,17,1,0,41.86,1,3,0,2
20.34,8,3,1,78.56,2,2,0,1
5.05,18,6,0,15.46,1,3,1,4
1.87,11,5,0,3.8,1,5,0,0
9.93,16,2,0,11.25,2,1,1,1
21.44,9,5,0,31.47,1,2,1,0
6.85,21,3,0,12.64,1,4,0,0
20.53,12,2,0,41.38,1,3,0,1
29.13,16,4,0,39.34,2,1,0,1
3.72,6,5,0,12.58,1,3,1,4
20.51,12,1,0,39.39,1,3,0,1
13.87,17,2,1,58.24,1,5,0,4
26.18,12,2,0,47.22,2,3,0,0
6.14,12,5,1,19.49,0,5,0,1
21.09,15,3,0,52.11,1,5,0,4
25.31,21,2,0,65.29,1,5,0,4
28.39,13,4,0,57.38,0,1,0,2
20.81,14,5,0,42.8,1,3,0,4
15.42,14,4,0,33.13,2,3,0,4
18.92,7,5,0,41.21,0,5,1,2
26.2,18,4,0,89.37,2,3,0,3
17.55,18,3,0,55.23,2,3,0,1
1.88,9,5,1,9.75,1,5,1,2
28.0,17,6,0,77.69,1,4,0,4
21.0,22,1,0,44.99,2,4,0,4
20.62,7,3,0,42.86,2,5,0,1
7.25,18,4,1,24.41,1,1,0,0
20.11,20,5,0,40.46,1,3,0,2
12.42,13,3,1,34.81,1,3,1,3
19.89,20,4,0,39.39,1,4,0,1
4.09,6,0,0,9.88,1,5,0,1
20.08,15,0,0,29.27,2,1,0,2
29.98,17,2,0,100.38,1,5,0,4
2.4,10,1,1,15.15,2,4,0,4
29.34,14,0,0,60.02,1,4,0,3
12.8,13,6,1,31.55,1,3,1,2
26.25,21,4,0,40.38,2,2,0,1
23.69,19,3,0,66.16,1,1,0,2
17.44,18,5,0,33.64,1,1,0,0
22.42,18,3,0,76.95,1,2,0,1
26.48,10,2,0,62.51,1,4,1,3
12.72,21,3,0,30.73,1,5,0,3
10.48,16,0,0,16.5,2,1,0,1
20.36,10,3,0,62.23,2,2,0,4
24.43,18,0,0,74.8,1,3,0,1
23.11,16,0,0,37.98,2,3,0,1
24.14,8,1,0,78.67,0,4,0,0
13.63,20,2,0,17.23,1,1,1,1
24.72,12,6,0,56.34,1,5,0,2
4.49,12,6,1,12.64,1,1,0,2
16.79,11,4,0,30.73,1,3,1,3
1.17,8,6,0,9.83,1,1,0,4
10.41,18,0,0,37.02,1,3,0,3
11.63,12,5,0,20.94,1,2,0,0
12.49,10,2,0,40.96,2,2,0,1
21.17,13,4,0,42.92,2,3,0,3
12.27,22,6,0,28.91,1,5,0,1
14.01,6,6,0,37.37,1,5,0,3
7.89,19,5,0,13.97,2,1,0,1
11.82,22,3,0,19.88,2,3,1,3
7.59,15,2,0,13.67,2,4,1,2
3.12,17,5,0,8.32,0,5,0,0
18.5,21,6,0,41.96,1,5,0,3
20.38,19,2,0,41.33,1,2,1,2
18.97,21,2,0,41.53,1,5,1,4
14.44,13,6,1,50.23,1,5,0,3
12.01,15,3,0,24.38,2,5,0,1
26.04,22,3,0,29.59,2,3,1,0
16.05,21,6,0,28.04,0,3,1,2
14.9,22,2,0,28.44,1,2,0,2
1.74,21,5,0,1.79,1,1,1,0
10.9,13,1,0,30.42,1,5,0,3
12.03,11,0,0,18.83,0,1,1,1
12.57,11,3,0,27.26,2,3,0,4
17.82,14,6,0,47.08,1,5,0,3
16.47,9,1,0,50.04,2,1,0,0
18.63,17,3,1,56.68,2,1,1,3
23.18,17,2,0,74.41,2,4,0,3
24.58,22,6,1,70.31,0,3,0,0
21.83,20,1,0,38.56,1,2,0,0
28.71,14,6,0,55.04,1,2,0,4
1.53,12,5,0,2.8,1,4,0,0
6.68,15,5,1,13.49,1,1,0,0
1.22,21,4,1,2.88,2,4,0,0
19.78,17,0,0,57.57,2,4,0,2
27.04,12,0,0,41.92,2,3,0,0
8.06,20,3,0,18.17,1,5,0,0
27.88,11,0,0,37.83,1,1,0,0
2.75,17,6,0,13.68,1,2,0,4
28.1,16,6,0,49.93,1,2,0,3
11.2,8,4,1,46.8,2,4,0,0
3.94,7,5,0,8.63,0,4,0,0
15.09,11,1,0,39.1,1,4,0,4
8.45,10,1,0,29.73,2,1,0,3
9.26,21,5,0,27.21,1,4,0,4
9.91,13,2,0,18.93,2,4,0,1
24.29,16,5,0,57.17,0,5,0,1
16.64,15,1,0,23.95,2,1,0,1
10.03,17,3,0,21.12,1,3,1,0
18.7,11,4,1,53.45,1,3,0,4
21.77,10,5,0,54.76,1,5,0,0
8.91,14,2,0,14.78,2,2,0,1
12.99,21,3,0,22.69,2,3,1,3
4.53,19,5,0,14.44,1,1,0,3
6.25,13,3,0,14.06,2,2,1,4
20.75,19,5,0,53.9,2,4,0,3
6.26,12,3,0,13.65,0,1,0,1
16.23,10,6,1,52.96,1,2,0,4
21.56,7,0,0,45.66,1,3,0,4
4.1,16,3,0,9.97,1,4,0,1
17.45,13,6,1,50.46,0,4,0,1
8.44,6,0,0,14.7,1,1,0,1
28.92,17,1,0,92.17,1,4,1,1
15.02,7,0,0,31.82,1,2,0,4
24.37,12,3,1,84.02,1,5,0,3
16.96,22,4,0,21.95,2,3,1,1
2.26,19,4,1,10.99,0,1,0,2
19.36,12,1,0,48.66,2,5,0,4
28.59,8,3,0,83.72,1,5,0,0
18.45,11,0,0,36.03,0,1,0,3
24.76,7,4,0,32.94,2,2,1,4
26.64,22,5,0,47.23,1,3,0,1
7.61,17,2,0,23.57,1,1,0,2
7.15,17,3,0,22.11,0,5,0,0
18.72,22,6,0,48.8,1,5,0,3
12.92,15,6,0,15.78,1,1,1,1
25.36,8,5,0,60.28,1,5,0,4
27.1,18,5,0,54.43,1,1,0,4
11.25,17,3,0,25.55,2,1,1,3
7.87,22,2,0,17.38,2,3,0,2
23.64,9,4,0,58.71,1,1,0,1
8.97,15,2,0,26.58,1,5,0,3
24.86,16,1,0,65.69,0,4,0,3
13.29,11,0,0,30.91,2,3,0,4
20.36,11,0,0,55.03,0,5,0,3
3.77,14,5,1,11.3,0,5,0,0
19.09,20,4,0,36.18,1,3,0,0
14.1,7,2,0,25.52,2,3,0,1
18.01,9,5,0,54.85,1,5,0,3
5.87,10,3,0,30.01,0,4,0,4
22.37,22,5,0,28.34,1,2,1,1
26.02,13,3,0,44.33,1,5,1,2
7.29,13,3,0,20.78,1,3,0,4
3.78,17,1,0,12.03,1,1,1,2
1.69,13,1,0,4.26,2,1,0,1
19.62,8,3,0,74.24,1,3,0,0
18.61,20,4,0,43.87,1,3,0,4
16.85,11,1,0,33.99,1,2,0,4
7.73,21,1,0,14.95,1,3,0,1
12.34,13,0,0,26.11,1,1,0,4
18.24,21,5,0,46.79,0,4,0,4
15.41,21,0,0,30.71,1,3,0,1
29.65,16,4,0,50.85,1,2,0,3
4.96,12,1,0,10.82,2,4,0,1
21.16,22,6,0,47.45,0,2,0,4
12.73,22,1,0,25.34,2,4,0,1
13.42,17,2,0,57.29,1,3,0,4
21.81,18,4,0,73.03,1,1,0,2
21.08,15,6,0,54.81,0,4,0,2
29.75,12,5,0,49.98,1,5,1,0
4.72,19,5,0,11.39,2,2,0,1
4.02,6,6,0,8.7,2,4,0,1
22.01,22,5,0,32.77,1,2,1,2
17.77,9,6,0,27.45,1,1,1,2
8.95,10,4,0,28.49,2,2,0,2
3.3,12,6,0,5.13,2,2,0,0
3.48,15,6,0,7.11,2,5,0,0
26.93,22,2,0,48.24,1,2,0,3
6.56,12,2,1,17.95,2,4,0,1
10.38,6,0,0,19.42,0,2,0,0
7.57,12,4,0,20.87,1,3,0,4
11.29,16,4,0,19.57,1,2,0,1
3.01,14,2,0,11.04,1,3,0,3
16.05,17,3,1,55.36,1,2,1,2
2.96,8,3,0,15.23,0,2,1,3
24.21,9,0,1,95.08,1,4,0,1
7.78,9,3,0,23.28,1,3,0,2
16.66,18,3,0,49.39,1,3,1,3
26.52,15,3,0,64.02,0,5,0,3
19.88,10,1,0,61.63,1,2,0,1
16.46,12,0,0,26.01,2,2,0,0
10.41,21,2,0,29.81,1,4,0,4
10.66,6,3,0,27.03,1,5,0,3
20.42,17,5,0,49.81,2,5,1,4
29.83,7,6,1,90.28,0,4,0,1
20.19,12,1,0,26.23,2,3,1,1
17.18,16,3,0,23.53,1,1,0,0
22.19,18,6,0,47.56,2,4,0,2
14.49,7,6,0,34.24,1,3,0,4
2.74,12,1,0,11.83,2,5,0,3
17.31,20,0,0,40.73,0,4,0,2
28.77,16,5,1,50.51,2,1,1,4
6.08,7,5,1,23.48,1,2,0,4
21.01,12,5,0,45.52,1,4,0,2
6.83,9,3,0,23.97,1,1,0,2
16.54,16,1,0,13.84,2,1,1,0
3.8,7,5,0,14.02,1,4,0,3
14.06,21,6,0,35.99,0,3,0,3
22.93,12,6,0,52.38,1,4,0,3
11.08,18,4,1,54.65,1,5,0,2
20.28,10,4,0,55.7,1,1,0,0
24.07,22,1,0,26.68,1,1,1,1
27.89,17,3,0,86.54,2,2,0,0
7.8,12,3,0,15.81,1,1,0,2
12.58,11,0,1,19.16,2,2,1,0
5.42,13,0,0,9.94,1,1,1,2
29.78,18,5,0,57.55,2,1,0,4
27.88,10,2,0,116.4,1,4,0,4
16.66,7,6,0,25.83,1,4,1,1
25.42,14,0,0,61.01,1,5,0,4
16.11,16,3,0,25.39,1,3,1,1
19.08,11,6,0,39.66,2,5,0,3
3.58,12,2,0,9.46,1,1,0,2
22.9,12,0,0,48.27,2,5,0,3
4.7,11,1,0,12.44,1,4,1,3
24.96,16,4,0,30.37,1,1,1,1
23.68,16,0,0,41.76,1,1,0,2
21.55,12,0,0,44.41,1,5,0,1
2.05,7,1,1,4.71,1,2,0,0
9.79,9,3,0,35.67,2,3,0,3
8.63,11,5,0,20.94,2,5,0,2
11.44,22,1,0,26.21,1,5,1,3
3.54,10,5,0,6.93,2,3,0,0
28.17,12,0,0,45.85,1,1,0,0
17.06,14,3,1,37.47,1,1,0,2
9.86,6,2,1,29.23,1,2,0,2
12.51,6,0,0,26.49,1,5,0,0
13.97,11,1,0,30.83,0,3,1,3
18.42,15,2,1,56.65,1,5,0,4
15.95,16,4,0,45.3,0,4,0,3
27.66,6,2,1,73.41,1,5,1,4
15.41,6,1,0,29.35,1,5,1,1
29.77,18,6,0,83.69,0,4,0,2
25.69,10,2,0,93.26,1,4,0,0
7.05,6,1,0,14.67,1,3,0,1
27.99,8,6,0,55.23,2,1,0,3
4.37,14,0,0,15.21,1,2,0,4
24.71,19,6,0,65.16,0,4,0,2
12.04,22,3,1,30.83,2,1,0,4
26.46,19,4,0,67.83,0,3,1,3
26.17,9,6,0,71.8,2,5,0,3
24.37,10,3,0,58.56,1,3,1,0
23.91,22,3,0,36.5,1,3,1,1
9.84,7,3,0,24.98,1,4,0,2
3.35,10,6,0,6.64,1,2,0,0
12.69,9,1,0,44.22,2,4,0,4
6.03,9,1,0,23.09,1,5,0,1
21.15,11,4,0,41.14,2,4,0,2
11.04,18,1,0,44.66,1,5,0,4
29.29,10,5,0,44.62,2,4,1,2
19.59,12,1,1,45.78,1,2,0,2
24.85,6,1,1,53.28,1,1,1,1
4.84,19,1,1,26.17,1,2,0,4
26.0,9,0,1,120.08,0,4,0,0
27.76,22,4,0,50.24,2,3,0,0
15.12,19,5,0,23.83,1,1,0,0
18.58,21,1,0,36.56,1,3,0,2
23.18,19,4,0,88.07,1,2,0,3
6.07,21,2,1,15.02,1,1,0,1
15.57,13,0,1,41.36,1,4,0,0
12.56,8,6,0,23.77,2,3,0,1
5.24,6,1,0,13.81,1,4,0,2
11.66,7,5,0,23.35,2,5,0,1
2.98,20,0,0,4.1,2,1,0,0
1.75,15,5,0,3.03,2,3,0,0
4.92,19,6,0,12.99,1,2,0,2
28.93,22,6,1,63.21,1,2,0,2
16.94,18,0,0,67.09,0,2,0,4
29.01,6,2,1,58.12,2,2,0,2
13.54,10,4,0,47.02,2,3,0,3
10.04,18,0,0,39.89,0,5,0,3
15.68,19,3,0,39.03,1,2,1,0
13.75,8,6,1,41.09,2,2,0,2
4.06,20,2,0,12.35,0,2,1,3
19.58,22,6,1,59.19,1,5,0,3
7.27,8,3,0,28.73,2,1,0,4
18.97,21,2,0,31.45,2,2,0,2
19.86,19,6,0,47.59,2,2,0,4
5.41,17,3,0,14.02,1,2,1,1
2.78,17,3,0,16.77,1,1,0,4
23.64,16,6,0,43.65,1,2,0,1
14.33,22,6,0,23.59,1,1,0,1
2.69,13,5,0,6.72,1,1,1,2
29.85,22,0,1,61.09,2,4,1,1
2.68,16,0,0,6.5,2,4,0,1
21.16,7,2,1,53.22,1,2,0,4
29.53,15,4,0,52.22,1,3,0,2
7.94,15,6,0,18.13,1,4,0,2
5.13,16,5,0,12.34,1,4,0,1
4.52,11,0,0,15.98,1,3,0,4
9.79,9,0,0,39.96,1,5,0,4
3.93,17,5,0,13.45,1,2,1,4
21.07,16,1,0,46.57,2,5,0,4
2.81,18,5,0,6.34,1,5,0,0
15.77,10,0,0,45.85,1,1,0,1
29.9,11,4,0,27.85,2,1,1,1
24.61,6,1,0,39.37,1,2,0,1
18.84,11,3,1,50.16,2,3,0,2
9.88,14,5,0,19.74,1,1,0,2
19.09,20,3,0,40.55,2,4,0,4
16.28,13,1,0,32.44,1,2,0,2
13.36,21,1,0,32.88,1,5,0,3
4.79,11,1,0,9.29,1,2,0,1
26.71,11,2,0,35.43,2,1,0,1
14.04,8,5,1,36.95,1,3,0,0
6.64,15,6,0,14.24,1,5,0,0
11.67,6,4,0,25.97,1,3,0,3
13.01,19,4,0,39.04,1,2,0,0
25.0,9,3,0,86.42,1,3,0,4
22.27,17,3,0,61.62,2,3,0,4
23.31,11,6,0,36.36,2,2,0,1
1.32,16,3,0,10.97,1,5,0,4
13.07,17,5,0,27.07,1,3,0,0
14.96,15,0,0,34.93,1,3,0,3
1.56,12,3,0,10.79,1,2,0,4
8.53,12,1,0,20.29,1,4,0,1
23.05,16,3,0,42.03,2,3,0,1
4.98,9,1,0,10.04,1,1,1,0
16.52,6,2,0,37.37,1,5,1,4
7.24,18,0,0,19.75,2,3,0,0
1.35,14,0,0,4.62,0,2,0,1
7.99,14,6,0,16.17,0,1,1,3
29.3,14,5,0,51.44,2,2,0,4
24.24,15,5,0,51.6,1,3,0,3
28.83,7,4,0,52.69,1,1,0,4
15.15,11,2,0,35.59,1,5,0,1
4.18,20,6,0,17.99,0,5,0,4
16.89,8,5,0,46.13,1,5,0,1
14.18,16,1,0,32.37,1,4,0,2
25.49,11,2,0,46.13,1,2,0,1
3.84,8,0,0,14.84,1,3,0,1
15.16,16,1,0,30.16,2,1,0,4
5.35,20,6,0,14.58,1,2,0,3
10.42,18,6,0,17.03,2,3,1,1
22.38,15,2,0,50.43,2,4,0,4
14.8,11,0,1,37.82,2,3,0,1
11.9,20,5,0,18.23,1,2,0,0
12.44,12,1,0,22.37,1,3,0,0
14.32,20,1,0,23.57,1,1,0,0
23.77,14,0,0,40.24,2,4,0,0
26.87,7,1,0,33.94,1,1,1,3
28.7,13,5,1,75.85,2,4,0,1
23.82,7,5,1,64.07,1,4,0,0
10.15,16,5,0,27.21,0,3,0,4
20.96,12,0,0,32.39,1,1,0,0
13.69,11,3,0,33.61,0,4,0,2
8.39,15,3,0,22.92,0,4,0,2
25.39,10,6,0,45.02,2,3,1,3
2.11,16,6,0,6.7,1,2,1,2
27.15,6,1,0,51.0,1,2,0,4
14.38,7,5,0,28.73,1,5,0,0
19.48,6,1,0,47.33,1,5,0,2
20.12,7,0,1,55.79,1,4,0,2
26.96,9,1,0,68.69,2,2,0,3
19.46,17,4,1,75.45,2,4,0,2
18.8,6,3,0,27.16,2,1,0,0
2.93,6,1,0,5.73,1,2,1,1
16.03,19,1,0,47.28,1,2,0,0
5.35,9,2,0,19.74,2,2,0,2
22.39,10,1,0,78.21,1,5,0,2
15.85,16,4,1,47.92,0,3,0,2
20.73,18,3,1,66.48,2,3,0,3
2.21,21,2,0,12.6,2,5,0,4
3.46,18,0,0,9.95,1,5,0,0
21.77,7,6,0,51.51,1,5,0,2
3.09,21,0,0,8.0,1,3,0,1
3.07,11,3,0,11.78,1,4,0,3
1.35,19,6,0,11.2,1,5,0,4
28.74,6,0,0,56.71,1,4,0,2
22.39,22,4,0,42.13,1,4,0,0
11.24,16,1,0,17.59,2,1,0,1
9.6,8,3,0,35.48,2,3,0,3
11.14,16,6,0,20.22,1,4,0,0
23.46,10,2,1,84.94,1,3,0,0
20.18,22,1,0,34.49,1,3,1,3
6.37,12,0,1,15.6,0,1,0,0
6.05,15,0,0,12.26,1,3,0,1
3.85,16,2,1,10.34,2,4,0,1
20.15,8,4,0,73.79,1,2,0,0
23.17,15,2,0,50.31,1,4,0,2
8.69,15,3,1,20.98,1,4,0,0
1.61,19,2,0,9.15,0,3,0,2
3.38,17,0,0,11.56,1,4,0,0
29.07,20,4,1,72.57,1,2,0,4
9.57,15,4,0,14.55,1,3,1,1
23.31,15,5,1,58.14,1,5,0,0
19.12,6,2,0,42.7,1,4,0,1
12.08,15,3,1,35.59,1,4,0,3
6.96,7,0,0,18.09,1,1,0,4
4.52,22,1,0,12.71,2,5,0,2
18.84,12,4,0,46.37,1,5,0,3
23.46,12,2,1,54.64,2,2,0,4
19.67,14,5,0,47.44,1,5,0,3
16.38,7,3,0,24.75,1,1,0,1
2.22,19,3,0,14.2,1,2,0,4
29.09,22,6,0,62.73,1,5,0,3
24.16,6,0,0,42.18,1,2,0,2
9.49,14,4,1,34.29,0,5,0,4
29.42,9,0,0,110.12,2,5,0,4
18.45,13,5,0,44.52,1,5,0,3
17.89,18,1,0,54.33,1,4,0,0
22.69,9,1,0,73.58,1,5,1,2
24.54,14,1,0,47.84,1,4,0,2
20.04,14,3,0,41.86,2,3,0,3
4.71,17,4,0,17.23,2,1,0,1
10.81,15,0,0,21.81,0,2,0,1
27.91,16,0,0,45.91,1,2,0,0
7.51,12,5,0,12.69,2,3,0,0
11.79,14,1,0,23.9,1,5,1,3
13.53,11,4,0,22.53,1,1,0,1
13.74,21,4,0,21.61,2,3,1,2
18.78,20,5,0,38.75,1,3,0,1
28.35,12,2,0,50.7,1,2,0,3
7.98,21,4,1,20.12,2,4,0,1
4.52,10,4,0,20.09,2,4,0,4
6.73,21,0,0,19.86,2,5,0,3
26.72,6,5,0,66.49,1,5,0,4
19.73,10,4,0,70.09,2,3,0,3
9.29,12,4,0,18.14,2,5,1,2
24.66,10,0,0,95.33,2,4,0,3
25.98,22,4,0,47.87,1,1,0,3
25.55,13,0,0,44.06,2,2,0,3
27.65,6,2,0,50.85,1,4,1,3
8.31,7,3,0,13.57,1,5,1,0
22.9,20,6,0,48.82,1,2,0,4
14.36,16,0,0,28.73,2,2,0,3
25.42,15,0,0,45.6,2,3,0,3
22.13,9,4,0,77.15,2,5,0,0
23.52,10,0,0,86.3,1,3,0,1
20.03,9,5,0,36.93,1,2,0,0
6.15,18,1,0,14.58,1,3,1,0
16.81,18,1,0,46.77,2,5,1,0
29.56,7,2,0,75.22,0,4,0,3
28.18,21,0,0,38.84,2,1,0,0
2.25,6,5,0,4.55,1,4,0,0
5.78,14,4,1,11.3,2,2,0,0
4.82,8,4,0,20.94,1,4,1,3
22.05,12,6,1,57.91,1,3,0,2
24.72,15,3,0,56.87,2,5,0,2
7.19,6,2,0,15.32,2,4,0,1
15.67,15,5,0,34.21,0,4,1,3
25.38,14,5,0,56.3,1,5,0,0
22.25,20,6,0,37.47,2,3,0,0
16.72,20,6,0,26.14,1,1,0,0
18.12,8,4,0,58.23,2,4,0,2
15.74,10,3,0,44.73,1,2,0,0
9.63,14,4,0,16.11,2,3,0,0
17.39,14,3,1,34.55,1,3,1,2
20.98,12,1,1,53.8,2,4,0,0
26.33,17,5,0,74.42,0,5,0,1
19.45,14,6,1,57.62,1,4,0,4
23.07,11,1,1,63.03,1,4,0,1
5.64,7,4,0,16.83,2,5,0,3
14.39,14,2,0,22.29,2,2,0,1
1.27,22,0,0,4.59,1,5,0,1
8.15,6,2,0,21.12,1,4,0,2
22.07,11,2,0,37.49,2,1,0,3
29.76,10,0,0,87.27,2,5,0,1
3.88,7,5,0,14.29,1,2,0,4
12.64,14,1,0,27.99,2,5,0,1
24.2,19,1,0,69.72,2,5,0,0
6.92,9,5,0,17.6,1,3,0,2
17.1,9,0,0,45.41,1,3,1,0
22.26,20,3,1,59.93,1,4,0,3
18.86,13,2,0,37.95,2,4,0,3
